metro_area,customer_satisfaction,BusinessAcceptsCreditCards,WheelchairAccessible,OutdoorSeating,HasTV,DogsAllowed,GoodForKids,RestaurantsGoodForGroups,DriveThru,RestaurantsPriceRange2,latenight,lunch,dinner,breakfast,HasFreeWiFi
Tucson,24,1,NA,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA
Philadelphia,13.5,1,1,1,1,NA,1,0,1,1,0,0,0,0,NA
Indianapolis,29,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Nashville,25.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,NA
Indianapolis,0,1,NA,NA,1,NA,1,1,NA,1,0,0,0,0,0
Tucson,13.5,1,NA,1,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tucson,26,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Boise,2.5,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tucson,60,1,NA,0,1,NA,1,1,1,1,0,1,0,0,0
Tampa,40.5,1,1,1,1,NA,1,0,1,1,NA,NA,NA,NA,0
Tucson,0,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
Tampa,46,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
New Orleans,-9.5,1,NA,NA,NA,NA,1,0,NA,1,0,0,0,0,NA
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Philadelphia,0,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,1
St Louis,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Nashville,0,1,NA,1,1,NA,1,1,1,2,NA,1,NA,1,1
Tampa,-15.5,1,NA,0,1,NA,0,1,1,1,NA,NA,NA,NA,1
Tucson,6,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Indianapolis,9,1,NA,1,1,NA,1,1,0,1,0,0,0,0,0
Nashville,-8,1,NA,0,1,NA,NA,1,NA,1,0,0,0,0,NA
Philadelphia,24,1,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tampa,24,1,NA,1,NA,1,1,NA,NA,2,NA,NA,NA,NA,1
Nashville,38.5,1,NA,1,1,0,1,1,1,1,0,1,1,1,1
Nashville,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Tampa,52,1,NA,0,1,NA,1,1,NA,2,0,0,0,0,0
Indianapolis,37,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Boise,22,1,1,0,NA,NA,1,1,1,1,NA,NA,NA,NA,0
Nashville,124.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Nashville,0,1,NA,1,1,NA,1,1,1,2,0,1,0,1,1
Boise,5.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0
Tucson,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Indianapolis,4.5,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0
Tampa,-14,1,NA,NA,1,NA,1,1,NA,1,0,0,0,0,NA
Indianapolis,58,1,NA,0,0,NA,1,1,1,1,0,1,0,0,1
St Louis,0,1,1,NA,NA,NA,0,NA,1,1,NA,NA,NA,NA,0
Tucson,16.5,1,NA,NA,NA,NA,1,1,NA,1,0,0,0,0,NA
Indianapolis,22.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,-19.5,1,NA,1,1,NA,1,0,1,1,NA,NA,NA,NA,1
St Louis,12,1,NA,NA,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Nashville,40,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,10,1,NA,1,1,NA,1,1,NA,1,0,0,0,0,0
Indianapolis,-16,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
New Orleans,5,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA
Tucson,42,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,103,1,NA,1,1,NA,1,1,1,1,0,1,1,1,1
St Louis,-4.5,1,NA,0,1,NA,0,1,1,1,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Boise,7,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
St Louis,12,1,NA,0,NA,NA,0,0,NA,1,NA,1,NA,NA,0
Philadelphia,7,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Nashville,-8.5,1,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA
Tampa,-8.5,1,NA,0,NA,NA,0,0,NA,1,0,0,0,0,NA
Philadelphia,35,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,62.5,1,1,0,0,0,1,1,1,1,0,1,1,1,1
St Louis,38,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,25,1,NA,1,1,NA,1,1,1,1,0,1,0,0,0
Indianapolis,192,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tampa,-6,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tucson,13,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tucson,45,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tucson,13.5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,-17.5,1,NA,0,1,NA,0,1,0,1,0,0,0,0,1
Philadelphia,12,1,NA,0,0,NA,1,0,NA,1,NA,NA,NA,NA,NA
New Orleans,0,1,NA,0,1,NA,1,1,1,1,1,1,0,0,0
Nashville,5,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,NA
Tucson,16.5,1,1,0,0,NA,NA,1,1,1,0,0,0,0,1
New Orleans,-5.5,1,NA,NA,1,NA,NA,0,NA,NA,0,0,0,0,0
Tucson,36,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Nashville,13,1,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
St Louis,18.5,1,1,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Nashville,42.5,1,NA,1,1,NA,1,1,NA,1,0,1,1,1,1
Tampa,9,1,NA,0,1,NA,1,0,NA,1,0,0,0,0,0
Reno,67,1,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,1
Indianapolis,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,NA
Indianapolis,52,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Nashville,4,1,NA,0,NA,NA,1,0,1,1,NA,NA,NA,NA,1
Tucson,-14,1,NA,NA,1,NA,0,0,1,1,NA,NA,NA,NA,1
Nashville,16,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,6,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
Tucson,5,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,1
St Louis,0,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
Tampa,-3,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,-14.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
New Orleans,-15,1,NA,NA,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Philadelphia,-3.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
New Orleans,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
New Orleans,0,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
St Louis,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Tampa,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nashville,16,1,NA,0,1,NA,1,0,1,1,0,0,0,0,1
St Louis,82.5,1,NA,1,1,NA,1,1,1,1,0,1,0,0,1
Tucson,0,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Tucson,16.5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0
Philadelphia,37.5,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,1
Nashville,-9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Philadelphia,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
St Louis,-33,1,NA,0,1,NA,1,0,1,1,0,0,0,0,1
Tucson,17,1,NA,0,1,NA,1,1,0,1,0,0,0,0,0
Indianapolis,10,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,1
Indianapolis,-5,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0
Indianapolis,66,1,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
Philadelphia,22,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,24,1,NA,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,1
St Louis,3,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,0
St Louis,0,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Tucson,29,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Nashville,-16,1,NA,0,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1
Philadelphia,-7,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0
St Louis,22.5,1,NA,1,1,NA,1,0,1,1,0,0,0,0,1
Tucson,207,1,NA,1,1,0,1,1,NA,1,0,1,1,0,1
Tampa,3,1,1,1,0,0,NA,NA,1,1,NA,NA,NA,NA,0
Philadelphia,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,0,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,NA
Philadelphia,46,1,1,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,0,1,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA
Philadelphia,0,1,NA,0,1,NA,1,1,NA,2,0,0,0,0,0
Tampa,-11.5,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,0
Santa Barbara,93,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,0,1,NA,NA,NA,NA,1,1,NA,1,0,0,0,0,NA
Philadelphia,-5.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Reno,97,1,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1
St Louis,0,1,NA,0,1,NA,1,1,1,1,0,0,0,1,1
Nashville,57,1,1,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Nashville,14,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Indianapolis,0,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,0
Indianapolis,6,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,0,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
Tucson,-16,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,1
Nashville,20,1,NA,1,1,NA,1,1,NA,1,0,0,0,1,1
Philadelphia,34.5,1,NA,0,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1
Philadelphia,13,1,NA,0,0,NA,1,1,NA,1,NA,NA,NA,NA,1
Tucson,23,1,NA,0,1,NA,1,1,NA,1,0,0,0,0,1
St Louis,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Boise,25,1,NA,1,1,NA,1,1,0,1,0,1,0,0,0
St Louis,-6,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0
St Louis,-13.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,0,1,1,0,1,NA,1,1,1,1,0,0,0,0,1
New Orleans,-176,1,NA,0,0,NA,0,0,1,1,0,0,0,1,1
Indianapolis,6.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Indianapolis,6.5,1,1,0,1,NA,1,1,1,1,0,1,0,0,0
Santa Barbara,37,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,4,1,NA,0,0,NA,1,0,NA,1,NA,NA,NA,NA,NA
Indianapolis,9,1,NA,0,NA,NA,1,1,1,1,NA,NA,NA,NA,1
Tampa,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
St Louis,17.5,1,NA,NA,1,NA,1,1,0,1,0,0,0,0,NA
Philadelphia,0,1,NA,NA,1,NA,1,1,0,1,0,0,0,0,0
St Louis,84,1,1,1,1,NA,1,1,1,1,0,1,1,1,1
St Louis,0,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1
New Orleans,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tampa,0,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
St Louis,-17.5,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,NA
Indianapolis,-12,1,NA,0,1,NA,0,0,1,1,NA,NA,NA,NA,1
Tucson,6,1,NA,0,1,NA,1,0,NA,1,NA,NA,NA,NA,NA
Indianapolis,11.5,1,NA,0,1,NA,1,0,1,1,NA,NA,NA,NA,NA
Reno,-60.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,1
St Louis,4,1,NA,1,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA
Tucson,-16,1,1,1,1,0,1,1,1,1,NA,NA,NA,NA,0
New Orleans,-35.5,1,1,1,1,NA,1,1,1,1,0,0,0,1,1
St Louis,-15.5,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Tampa,-10.5,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1
St Louis,3.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Nashville,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tucson,31,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nashville,12,1,NA,0,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA
Philadelphia,224,1,NA,0,1,0,1,1,1,1,0,1,1,1,1
Reno,68,1,NA,1,NA,0,1,NA,NA,1,NA,NA,NA,NA,1
Tucson,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Reno,-5,NA,NA,NA,NA,NA,NA,1,NA,1,0,0,0,0,NA
Indianapolis,-10.5,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
Tucson,13.5,1,NA,0,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA
Tucson,11,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Indianapolis,39.5,1,NA,1,1,0,1,1,1,2,0,1,NA,1,1
Tucson,14,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tucson,38,1,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,57,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Santa Barbara,23,1,NA,1,1,NA,1,1,1,1,0,1,0,0,0
Santa Barbara,45,1,NA,0,1,NA,1,1,1,1,0,1,0,0,0
Philadelphia,18,1,NA,0,1,NA,1,1,NA,1,0,1,0,0,0
Tucson,34.5,1,NA,1,1,NA,1,1,1,1,0,0,0,0,0
St Louis,5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Indianapolis,-80,1,NA,1,1,NA,1,1,1,1,0,0,0,1,1
Boise,22,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Philadelphia,-7,1,NA,0,1,NA,0,NA,NA,1,NA,NA,NA,NA,NA
Nashville,8,NA,NA,0,1,NA,1,NA,1,1,NA,NA,NA,NA,NA
Boise,26,1,1,1,1,0,1,1,1,1,0,0,0,0,0
Tucson,0,1,NA,0,0,NA,1,1,1,3,NA,NA,NA,NA,0
St Louis,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
Nashville,16,1,1,NA,1,NA,1,1,1,1,NA,NA,NA,NA,0
Tucson,19.5,1,NA,1,1,NA,1,1,1,1,0,0,0,1,1
Reno,23,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Philadelphia,-5,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1
Santa Barbara,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Tucson,58,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Boise,-8.5,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tampa,24,1,NA,1,1,0,1,1,1,1,0,0,0,0,1
Tucson,67.5,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Tampa,115.5,1,1,0,0,0,1,1,1,1,0,1,0,1,1
Nashville,6.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,1
New Orleans,-10.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,0
New Orleans,2.5,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
Reno,42,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,0
Indianapolis,-7.5,1,NA,0,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
Tucson,17,1,NA,0,1,NA,1,1,0,1,0,1,0,0,1
Reno,8.5,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Philadelphia,0,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Indianapolis,10,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tucson,-8,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,NA
St Louis,0,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Tampa,25,1,NA,0,1,NA,1,1,1,1,0,0,0,0,NA
Tampa,0,1,NA,NA,NA,NA,0,1,1,1,0,0,0,0,NA
Tampa,24,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tucson,0,1,NA,0,1,NA,1,1,0,1,0,0,0,0,0
Reno,-21,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,0,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Nashville,0,1,NA,NA,1,NA,1,1,0,1,0,0,0,0,NA
Tucson,10,1,NA,1,1,NA,0,0,1,1,0,0,0,0,1
St Louis,46.5,1,NA,1,NA,0,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,20.5,1,NA,0,1,NA,1,1,1,1,0,1,0,1,NA
Philadelphia,0,1,NA,1,1,NA,1,1,1,2,NA,1,1,1,1
Philadelphia,-6,1,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Tampa,-14,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Indianapolis,30,1,NA,0,1,NA,1,1,1,1,NA,NA,NA,NA,1
Tucson,-4.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Tampa,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Nashville,-3,1,NA,NA,1,NA,1,1,1,1,0,0,0,0,1
Tucson,32.5,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Boise,13.5,1,NA,0,1,NA,1,1,NA,1,NA,NA,NA,NA,NA
Indianapolis,7,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
St Louis,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Tampa,-15,1,NA,0,1,NA,1,1,1,1,0,0,0,0,0
Philadelphia,17,1,NA,0,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1
Tucson,13.5,1,NA,0,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
St Louis,2.5,1,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA
Indianapolis,66,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1
Indianapolis,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indianapolis,58,1,NA,1,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1
